"anio","pais","iso3","pib_per_capita_ppa_porcentaje_eeuu"
2007,"Sri Lanka","LKA",14.3091993168946
2008,"Sri Lanka","LKA",15.1612049303009
2009,"Sri Lanka","LKA",16.0911772728452
2010,"Sri Lanka","LKA",16.8869975236332
2011,"Sri Lanka","LKA",17.9526925012582
2012,"Sri Lanka","LKA",19.2046672222884
2013,"Sri Lanka","LKA",19.519100328333
2014,"Sri Lanka","LKA",20.017807370703
2015,"Sri Lanka","LKA",20.4654788842197
2016,"Sri Lanka","LKA",21.029897198906
2017,"Sri Lanka","LKA",21.1416416548316
2018,"Sri Lanka","LKA",21.0770061373107
2019,"Sri Lanka","LKA",20.5285870975704
2020,"Sri Lanka","LKA",20.1952616679679
2021,"Sri Lanka","LKA",19.5824591767426
2022,"Sri Lanka","LKA",17.5604682104855
1900,"México","MEX",22.6685394712273
1901,"México","MEX",22.3137851349189
1902,"México","MEX",20.6811705081902
1903,"México","MEX",22.1219440290211
1904,"México","MEX",22.9925962916543
1905,"México","MEX",23.8671281782091
1906,"México","MEX",21.3424441455211
1907,"México","MEX",22.4309344293136
1908,"México","MEX",24.5432918043415
1909,"México","MEX",22.9023569831541
1910,"México","MEX",23.2442721254599
1911,"México","MEX",22.0832421057227
1912,"México","MEX",21.3600528997332
1913,"México","MEX",19.8259404959664
1914,"México","MEX",22.0637415153667
1915,"México","MEX",21.5840445767451
1916,"México","MEX",20.8367575176011
1917,"México","MEX",22.7247648116651
1918,"México","MEX",22.0411861517519
1919,"México","MEX",22.9574205195844
1920,"México","MEX",25.1356084079177
1921,"México","MEX",26.2742263665698
1922,"México","MEX",25.5951336186118
1923,"México","MEX",23.556523916898
1924,"México","MEX",22.6751602539738
1925,"México","MEX",23.6776141583586
1926,"México","MEX",23.66118601
1927,"México","MEX",22.458468938278
1928,"México","MEX",22.3996555160594
1929,"México","MEX",20.2773320910211
1930,"México","MEX",20.8789503739394
1931,"México","MEX",22.8376634776023
1932,"México","MEX",22.5523419003167
1933,"México","MEX",25.7323835328901
1934,"México","MEX",25.106460598101
1935,"México","MEX",23.7479425578765
1936,"México","MEX",23.1263923494162
1937,"México","MEX",21.9741324217193
1938,"México","MEX",23.5509076836088
1939,"México","MEX",23.0050748629466
1940,"México","MEX",21.324279109791
1941,"México","MEX",20.2015705609234
1942,"México","MEX",18.9443598095849
1943,"México","MEX",17.7193861381964
1944,"México","MEX",17.6359921216014
1945,"México","MEX",18.2612079916054
1946,"México","MEX",21.0761144601742
1947,"México","MEX",21.9752620575465
1948,"México","MEX",21.6366891275399
1949,"México","MEX",23.0758307299063
1950,"México","MEX",23.0314960629921
1951,"México","MEX",22.7782945736434
1952,"México","MEX",22.5370955971783
1953,"México","MEX",21.2921912868712
1954,"México","MEX",23.3224321705426
1955,"México","MEX",23.3736327000576
1956,"México","MEX",24.2168189917802
1957,"México","MEX",25.2958749856371
1958,"México","MEX",26.5608403162988
1959,"México","MEX",25.122905027933
1960,"México","MEX",26.1560613612449
1961,"México","MEX",26.4484181568088
1962,"México","MEX",25.7219645868465
1963,"México","MEX",26.2273239725325
1964,"México","MEX",27.2838899803536
1965,"México","MEX",26.8209443665264
1966,"México","MEX",26.4104043677038
1967,"México","MEX",26.8452850013134
1968,"México","MEX",27.1495504622008
1969,"México","MEX",27.3982227733003
1970,"México","MEX",28.6877034810919
1971,"México","MEX",28.334836435189
1972,"México","MEX",28.5511922562367
1973,"México","MEX",28.5580031576573
1974,"México","MEX",29.677394810926
1975,"México","MEX",30.8637694560025
1976,"México","MEX",30.0502623992904
1977,"México","MEX",29.2025284811257
1978,"México","MEX",29.672881240183
1979,"México","MEX",31.0761628101105
1980,"México","MEX",33.5314579041572
1981,"México","MEX",35.0612190577588
1982,"México","MEX",35.0564875042794
1983,"México","MEX",32.0180383314543
1984,"México","MEX",30.480733258511
1985,"México","MEX",29.6308633376737
1986,"México","MEX",27.423929098966
1987,"México","MEX",26.6513101065361
1988,"México","MEX",25.6336614337897
1989,"México","MEX",25.5522907824573
1990,"México","MEX",26.2262722405495
1991,"México","MEX",27.4477906199206
1992,"México","MEX",27.5567354358376
1993,"México","MEX",27.4295762092586
1994,"México","MEX",27.6262810457116
1995,"México","MEX",25.2470038652305
1996,"México","MEX",25.7010444866891
1997,"México","MEX",26.437289607421
1998,"México","MEX",26.7242636084459
1999,"México","MEX",26.6830654160608
2000,"México","MEX",27.4882681429589
2001,"México","MEX",27.3888632130676
2002,"México","MEX",27.3319991142556
2003,"México","MEX",27.1299819794827
2004,"México","MEX",27.4012278342746
2005,"México","MEX",27.5014938457808
2006,"México","MEX",28.2978765682655
2007,"México","MEX",28.8491642897215
2008,"México","MEX",29.4537446825266
2009,"México","MEX",28.9497207869334
2010,"México","MEX",29.8319832967673
2011,"México","MEX",30.6190236537494
2012,"México","MEX",31.0334563638528
2013,"México","MEX",30.8279102687612
2014,"México","MEX",30.690616289873
2015,"México","MEX",30.6059972238596
2016,"México","MEX",30.4310100914835
2017,"México","MEX",30.1968406636147
2018,"México","MEX",29.8078190992859
2019,"México","MEX",28.9052448242824
2020,"México","MEX",27.1199189658978
2021,"México","MEX",26.9298368858216
2022,"México","MEX",27.2723110806801
1900,"Países Bajos","NLD",66.0149673075369
1901,"Países Bajos","NLD",62.5173653013595
1902,"Países Bajos","NLD",64.8301725841376
1903,"Países Bajos","NLD",62.0040736586922
1904,"Países Bajos","NLD",63.9568152871771
1905,"Países Bajos","NLD",62.8745889306518
1906,"Países Bajos","NLD",57.8149778026557
1907,"Países Bajos","NLD",56.197932494947
1908,"Países Bajos","NLD",62.7007018950675
1909,"Países Bajos","NLD",59.7257544854802
1910,"Países Bajos","NLD",62.5727504091621
1911,"Países Bajos","NLD",63.2505139009489
1912,"Países Bajos","NLD",62.5966824771628
1913,"Países Bajos","NLD",63.8506087629578
1914,"Países Bajos","NLD",67.7852666585704
1915,"Países Bajos","NLD",68.2876395153037
1916,"Países Bajos","NLD",61.6885412704191
1917,"Países Bajos","NLD",59.1765159352415
1918,"Países Bajos","NLD",51.0251549431587
1919,"Países Bajos","NLD",62.8721353954438
1920,"Países Bajos","NLD",66.256754608175
1921,"Países Bajos","NLD",73.0034857698987
1922,"Países Bajos","NLD",73.2388464317109
1923,"Países Bajos","NLD",66.7314412185745
1924,"Países Bajos","NLD",70.1285277295908
1925,"Países Bajos","NLD",71.9207530060144
1926,"Países Bajos","NLD",73.3273547574055
1927,"Países Bajos","NLD",76.0726440137117
1928,"Países Bajos","NLD",79.6257539943194
1929,"Países Bajos","NLD",75.8559601490838
1930,"Países Bajos","NLD",83.506451316459
1931,"Países Bajos","NLD",83.2245540751249
1932,"Países Bajos","NLD",95.7698921121385
1933,"Países Bajos","NLD",98.1582954658771
1934,"Países Bajos","NLD",88.3687415996578
1935,"Países Bajos","NLD",81.160323913543
1936,"Países Bajos","NLD",78.2834058538136
1937,"Países Bajos","NLD",76.6704217454025
1938,"Países Bajos","NLD",79.4973761583052
1939,"Países Bajos","NLD",79.1034422427466
1940,"Países Bajos","NLD",64.1477630564455
1941,"Países Bajos","NLD",53.2855159207409
1942,"Países Bajos","NLD",44.0219308887266
1943,"Países Bajos","NLD",39.5384052155395
1944,"Países Bajos","NLD",24.8362770971986
1945,"Países Bajos","NLD",25.9808013998215
1946,"Países Bajos","NLD",47.9272461988085
1947,"Países Bajos","NLD",56.2203365707533
1948,"Países Bajos","NLD",59.3923044401197
1949,"Países Bajos","NLD",66.0225156994541
1950,"Países Bajos","NLD",62.7165354330709
1951,"Países Bajos","NLD",59.6279069767442
1952,"Países Bajos","NLD",58.9759182680613
1953,"Países Bajos","NLD",61.6480463439144
1954,"Países Bajos","NLD",66.6787790697674
1955,"Países Bajos","NLD",67.230857800806
1956,"Países Bajos","NLD",68.7072483761568
1957,"Países Bajos","NLD",69.7288291393772
1958,"Países Bajos","NLD",70.3764900271451
1959,"Países Bajos","NLD",68.8994413407821
1960,"Países Bajos","NLD",73.1516863266323
1961,"Países Bajos","NLD",71.9339752407153
1962,"Países Bajos","NLD",72.5653456998314
1963,"Países Bajos","NLD",72.1430767653992
1964,"Países Bajos","NLD",73.8801571709234
1965,"Países Bajos","NLD",73.015427769986
1966,"Países Bajos","NLD",70.3005015757468
1967,"Países Bajos","NLD",72.1609316171964
1968,"Países Bajos","NLD",73.297876830864
1969,"Países Bajos","NLD",75.5114693118413
1970,"Países Bajos","NLD",79.6184990399866
1971,"Países Bajos","NLD",80.4952037386243
1972,"Países Bajos","NLD",79.0076335877863
1973,"Países Bajos","NLD",78.3813247124276
1974,"Países Bajos","NLD",81.8458495016359
1975,"Países Bajos","NLD",82.1312991215904
1976,"Países Bajos","NLD",81.79466331584
1977,"Países Bajos","NLD",80.7042605621228
1978,"Países Bajos","NLD",78.5085023560746
1979,"Países Bajos","NLD",77.9558582924305
1980,"Países Bajos","NLD",79.1530174597278
1981,"Países Bajos","NLD",77.0328719723183
1982,"Países Bajos","NLD",77.9869907565902
1983,"Países Bajos","NLD",76.5501691093574
1984,"Países Bajos","NLD",74.0428981169722
1985,"Países Bajos","NLD",73.7697968082851
1986,"Países Bajos","NLD",73.5391432791728
1987,"Países Bajos","NLD",72.2286207889433
1988,"Países Bajos","NLD",71.3102640604523
1989,"Países Bajos","NLD",72.4017847426271
1990,"Países Bajos","NLD",74.401059975123
1991,"Países Bajos","NLD",77.1358434733568
1992,"Países Bajos","NLD",76.6796523772926
1993,"Países Bajos","NLD",76.4799299334793
1994,"Países Bajos","NLD",76.6030394272266
1995,"Países Bajos","NLD",77.8874326204553
1996,"Países Bajos","NLD",78.7170840044496
1997,"Países Bajos","NLD",79.5721659596009
1998,"Países Bajos","NLD",80.5347824615481
1999,"Países Bajos","NLD",81.6789308908705
2000,"Países Bajos","NLD",82.5950437375059
2001,"Países Bajos","NLD",84.2151214952275
2002,"Países Bajos","NLD",83.5448849881277
2003,"Países Bajos","NLD",82.2850046157632
2004,"Países Bajos","NLD",81.8316202248128
2005,"Países Bajos","NLD",81.9246500301579
2006,"Países Bajos","NLD",83.7524803228679
2007,"Países Bajos","NLD",86.4582382914561
2008,"Países Bajos","NLD",89.1895489116537
2009,"Países Bajos","NLD",89.1143297694254
2010,"Países Bajos","NLD",88.9285403833942
2011,"Países Bajos","NLD",89.7654755913437
2012,"Países Bajos","NLD",87.2266539667421
2013,"Países Bajos","NLD",86.0035782395848
2014,"Países Bajos","NLD",85.5624806441623
2015,"Países Bajos","NLD",85.3168793139511
2016,"Países Bajos","NLD",86.013392436103
2017,"Países Bajos","NLD",86.3778592483086
2018,"Países Bajos","NLD",85.7944032197907
2019,"Países Bajos","NLD",85.4060263176566
2020,"Países Bajos","NLD",84.5083392130192
2021,"Países Bajos","NLD",84.6446325295289
2022,"Países Bajos","NLD",86.2700222024489
1900,"Noruega","NOR",40.4226590241589
1901,"Noruega","NOR",37.2960608974552
1902,"Noruega","NOR",37.6314394324976
1903,"Noruega","NOR",36.7953467419007
1904,"Noruega","NOR",37.9516348428511
1905,"Noruega","NOR",36.4201193422189
1906,"Noruega","NOR",35.0296641937754
1907,"Noruega","NOR",35.5457952851623
1908,"Noruega","NOR",40.2407489774314
1909,"Noruega","NOR",37.1704029111618
1910,"Noruega","NOR",39.7020469428614
1911,"Noruega","NOR",40.5407239959476
1912,"Noruega","NOR",40.5951263462785
1913,"Noruega","NOR",43.6784068311835
1914,"Noruega","NOR",47.6673558598056
1915,"Noruega","NOR",48.0894259098663
1916,"Noruega","NOR",46.9854208249006
1917,"Noruega","NOR",43.8731270192778
1918,"Noruega","NOR",38.4192772480493
1919,"Noruega","NOR",44.0679122520577
1920,"Noruega","NOR",46.6761944534177
1921,"Noruega","NOR",43.6387819510848
1922,"Noruega","NOR",45.6556442767588
1923,"Noruega","NOR",43.987834154637
1924,"Noruega","NOR",43.0225890351853
1925,"Noruega","NOR",42.4492984134513
1926,"Noruega","NOR",40.7803459896589
1927,"Noruega","NOR",43.2867478532371
1928,"Noruega","NOR",45.7686528497728
1929,"Noruega","NOR",46.6863821782131
1930,"Noruega","NOR",54.0533865256354
1931,"Noruega","NOR",53.3382290303613
1932,"Noruega","NOR",65.9387520323545
1933,"Noruega","NOR",69.9905921973779
1934,"Noruega","NOR",66.9082559781193
1935,"Noruega","NOR",62.566893463705
1936,"Noruega","NOR",60.8629114531281
1937,"Noruega","NOR",59.1761084233569
1938,"Noruega","NOR",64.5441173063486
1939,"Noruega","NOR",63.3668968695714
1940,"Noruega","NOR",53.6189002459862
1941,"Noruega","NOR",48.356863935826
1942,"Noruega","NOR",42.1053023669902
1943,"Noruega","NOR",37.9371808000977
1944,"Noruega","NOR",33.6425079864705
1945,"Noruega","NOR",38.5008652372033
1946,"Noruega","NOR",46.6184221894379
1947,"Noruega","NOR",54.1730387065685
1948,"Noruega","NOR",55.645926648902
1949,"Noruega","NOR",58.6898112459033
1950,"Noruega","NOR",56.7913385826772
1951,"Noruega","NOR",56.0496124031008
1952,"Noruega","NOR",56.3549014838239
1953,"Noruega","NOR",56.3929774782763
1954,"Noruega","NOR",60.0956879844961
1955,"Noruega","NOR",57.8238341968912
1956,"Noruega","NOR",60.2402713111456
1957,"Noruega","NOR",61.4558198322418
1958,"Noruega","NOR",62.5693378968488
1959,"Noruega","NOR",61.2122905027933
1960,"Noruega","NOR",63.5930664008418
1961,"Noruega","NOR",66.6079779917469
1962,"Noruega","NOR",65.0663996627319
1963,"Noruega","NOR",65.1993440606744
1964,"Noruega","NOR",65.1080550098232
1965,"Noruega","NOR",64.7592332865825
1966,"Noruega","NOR",63.2873185671801
1967,"Noruega","NOR",65.7560633919972
1968,"Noruega","NOR",64.2606897133933
1969,"Noruega","NOR",65.2159537094441
1970,"Noruega","NOR",66.712580348944
1971,"Noruega","NOR",68.4266622940067
1972,"Noruega","NOR",68.5016132840167
1973,"Noruega","NOR",67.8520411999098
1974,"Noruega","NOR",71.1062923229095
1975,"Noruega","NOR",75.3582986592695
1976,"Noruega","NOR",76.1697095128982
1977,"Noruega","NOR",76.4222706331917
1978,"Noruega","NOR",75.3295089804002
1979,"Noruega","NOR",76.700390664129
1980,"Noruega","NOR",81.1556516159535
1981,"Noruega","NOR",80.4464998669151
1982,"Noruega","NOR",82.6463539883601
1983,"Noruega","NOR",82.6447377147026
1984,"Noruega","NOR",82.0582366878663
1985,"Noruega","NOR",83.6023377645883
1986,"Noruega","NOR",84.2067946824225
1987,"Noruega","NOR",83.3659660236107
1988,"Noruega","NOR",80.2665700025096
1989,"Noruega","NOR",78.7408858417673
1990,"Noruega","NOR",79.5900708452761
1991,"Noruega","NOR",85.3655970434649
1992,"Noruega","NOR",88.724329010535
1993,"Noruega","NOR",92.2089544853841
1994,"Noruega","NOR",96.6128976596004
1995,"Noruega","NOR",101.658193760187
1996,"Noruega","NOR",106.731520051492
1997,"Noruega","NOR",111.585569342135
1998,"Noruega","NOR",113.660539924331
1999,"Noruega","NOR",114.701535586956
2000,"Noruega","NOR",117.768832819281
2001,"Noruega","NOR",123.323522823504
2002,"Noruega","NOR",127.177706954968
2003,"Noruega","NOR",129.039114513368
2004,"Noruega","NOR",133.678103180404
2005,"Noruega","NOR",137.164198535941
2006,"Noruega","NOR",141.237327494775
2007,"Noruega","NOR",147.106565910434
2008,"Noruega","NOR",152.204728955205
2009,"Noruega","NOR",158.14446790868
2010,"Noruega","NOR",159.287716597578
2011,"Noruega","NOR",162.3009562154
2012,"Noruega","NOR",162.239552327658
2013,"Noruega","NOR",160.397538485736
2014,"Noruega","NOR",159.13595540415
2015,"Noruega","NOR",157.275959764979
2016,"Noruega","NOR",156.20862020183
2017,"Noruega","NOR",155.63748333492
2018,"Noruega","NOR",152.851783665057
2019,"Noruega","NOR",150.875122090269
2020,"Noruega","NOR",153.653369119126
2021,"Noruega","NOR",150.309770923624
2022,"Noruega","NOR",150.98115750328
1900,"Nueva Zelanda","NZL",85.2371920512505
1901,"Nueva Zelanda","NZL",76.7471066648642
1902,"Nueva Zelanda","NZL",81.4580179147761
1903,"Nueva Zelanda","NZL",84.2714096353257
1904,"Nueva Zelanda","NZL",84.0868795103925
1905,"Nueva Zelanda","NZL",84.7573578069519
1906,"Nueva Zelanda","NZL",82.3838383870771
1907,"Nueva Zelanda","NZL",85.5430617662713
1908,"Nueva Zelanda","NZL",85.8625283413798
1909,"Nueva Zelanda","NZL",77.5965330405171
1910,"Nueva Zelanda","NZL",87.9339116031907
1911,"Nueva Zelanda","NZL",89.9455586603783
1912,"Nueva Zelanda","NZL",83.2250207538643
1913,"Nueva Zelanda","NZL",81.2428260243894
1914,"Nueva Zelanda","NZL",90.9263607740895
1915,"Nueva Zelanda","NZL",89.9917166958629
1916,"Nueva Zelanda","NZL",79.8351070897384
1917,"Nueva Zelanda","NZL",81.7170258970823
1918,"Nueva Zelanda","NZL",74.7566746949366
1919,"Nueva Zelanda","NZL",80.5854265091374
1920,"Nueva Zelanda","NZL",88.5655920078355
1921,"Nueva Zelanda","NZL",84.4868317546583
1922,"Nueva Zelanda","NZL",77.0851096804094
1923,"Nueva Zelanda","NZL",74.0567253046958
1924,"Nueva Zelanda","NZL",73.6785429100583
1925,"Nueva Zelanda","NZL",75.6517709946042
1926,"Nueva Zelanda","NZL",67.1201568309796
1927,"Nueva Zelanda","NZL",64.7306836387049
1928,"Nueva Zelanda","NZL",71.5653711322053
1929,"Nueva Zelanda","NZL",70.1675996615036
1930,"Nueva Zelanda","NZL",73.922517535318
1931,"Nueva Zelanda","NZL",71.8258613693727
1932,"Nueva Zelanda","NZL",82.2981492521081
1933,"Nueva Zelanda","NZL",90.6286844465959
1934,"Nueva Zelanda","NZL",87.6880057654262
1935,"Nueva Zelanda","NZL",81.6561487255387
1936,"Nueva Zelanda","NZL",88.0865738055301
1937,"Nueva Zelanda","NZL",86.1081434059798
1938,"Nueva Zelanda","NZL",97.8516938851031
1939,"Nueva Zelanda","NZL",92.1724730987395
1940,"Nueva Zelanda","NZL",83.6478167267661
1941,"Nueva Zelanda","NZL",72.0852243901465
1942,"Nueva Zelanda","NZL",72.4889081957813
1943,"Nueva Zelanda","NZL",68.8028063024271
1944,"Nueva Zelanda","NZL",64.396666362632
1945,"Nueva Zelanda","NZL",67.0184512633096
1946,"Nueva Zelanda","NZL",77.0114745719875
1947,"Nueva Zelanda","NZL",87.3839832405967
1948,"Nueva Zelanda","NZL",74.9614904057962
1949,"Nueva Zelanda","NZL",84.4423256380087
1950,"Nueva Zelanda","NZL",88.4448818897638
1951,"Nueva Zelanda","NZL",75.6527131782946
1952,"Nueva Zelanda","NZL",75.5716370712722
1953,"Nueva Zelanda","NZL",74.0202163504167
1954,"Nueva Zelanda","NZL",84.3992248062015
1955,"Nueva Zelanda","NZL",80.0690846286701
1956,"Nueva Zelanda","NZL",82.4624935333678
1957,"Nueva Zelanda","NZL",82.8335056876939
1958,"Nueva Zelanda","NZL",86.3979700224242
1959,"Nueva Zelanda","NZL",85.7541899441341
1960,"Nueva Zelanda","NZL",83.5520850639641
1961,"Nueva Zelanda","NZL",85.4635488308116
1962,"Nueva Zelanda","NZL",81.7400927487353
1963,"Nueva Zelanda","NZL",82.7610945987496
1964,"Nueva Zelanda","NZL",81.5618860510805
1965,"Nueva Zelanda","NZL",81.0705937353904
1966,"Nueva Zelanda","NZL",80.389719916552
1967,"Nueva Zelanda","NZL",74.5425094124858
1968,"Nueva Zelanda","NZL",70.9509940483728
1969,"Nueva Zelanda","NZL",75.8338499690019
1970,"Nueva Zelanda","NZL",74.442774855998
1971,"Nueva Zelanda","NZL",75.641551201115
1972,"Nueva Zelanda","NZL",74.3251751003384
1973,"Nueva Zelanda","NZL",74.4455304112473
1974,"Nueva Zelanda","NZL",78.0986076238302
1975,"Nueva Zelanda","NZL",76.695176452458
1976,"Nueva Zelanda","NZL",74.5103111833838
1977,"Nueva Zelanda","NZL",68.2475625870505
1978,"Nueva Zelanda","NZL",65.4988731817251
1979,"Nueva Zelanda","NZL",65.3778089418678
1980,"Nueva Zelanda","NZL",66.4651649724764
1981,"Nueva Zelanda","NZL",68.3291189779079
1982,"Nueva Zelanda","NZL",70.9174940089011
1983,"Nueva Zelanda","NZL",69.683002851648
1984,"Nueva Zelanda","NZL",67.9105873550318
1985,"Nueva Zelanda","NZL",65.9540320382764
1986,"Nueva Zelanda","NZL",65.3589364844904
1987,"Nueva Zelanda","NZL",63.7546789519148
1988,"Nueva Zelanda","NZL",61.4059058082146
1989,"Nueva Zelanda","NZL",60.145282402873
1990,"Nueva Zelanda","NZL",58.993564436753
1991,"Nueva Zelanda","NZL",57.9363728194401
1992,"Nueva Zelanda","NZL",56.640418813458
1993,"Nueva Zelanda","NZL",57.989367996321
1994,"Nueva Zelanda","NZL",59.4652808794956
1995,"Nueva Zelanda","NZL",60.2983655066263
1996,"Nueva Zelanda","NZL",60.1821142800469
1997,"Nueva Zelanda","NZL",59.445211575455
1998,"Nueva Zelanda","NZL",57.7195816719094
1999,"Nueva Zelanda","NZL",58.0314084390977
2000,"Nueva Zelanda","NZL",58.4551768048988
2001,"Nueva Zelanda","NZL",59.2164286025102
2002,"Nueva Zelanda","NZL",60.6615580832474
2003,"Nueva Zelanda","NZL",61.2330672370827
2004,"Nueva Zelanda","NZL",61.466416060117
2005,"Nueva Zelanda","NZL",60.9614193081832
2006,"Nueva Zelanda","NZL",60.9996364747108
2007,"Nueva Zelanda","NZL",62.4427335517764
2008,"Nueva Zelanda","NZL",62.5443390229225
2009,"Nueva Zelanda","NZL",64.4606498959761
2010,"Nueva Zelanda","NZL",64.1121709650596
2011,"Nueva Zelanda","NZL",64.5334675390035
2012,"Nueva Zelanda","NZL",64.8370837798151
2013,"Nueva Zelanda","NZL",64.8585415724593
2014,"Nueva Zelanda","NZL",64.5304273768969
2015,"Nueva Zelanda","NZL",64.0717993573045
2016,"Nueva Zelanda","NZL",64.6892388946525
2017,"Nueva Zelanda","NZL",64.5757976377204
2018,"Nueva Zelanda","NZL",63.8588645496919
2019,"Nueva Zelanda","NZL",63.5611355456789
2020,"Nueva Zelanda","NZL",63.6637671773953
2021,"Nueva Zelanda","NZL",63.619306291046
2022,"Nueva Zelanda","NZL",64.0493087750656
1900,"Perú","PER",13.4866612441331
1901,"Perú","PER",13.1009397649575
1902,"Perú","PER",13.8987599127982
1903,"Perú","PER",14.2260428740722
1904,"Perú","PER",14.9936659552505
1905,"Perú","PER",15.0964793299926
1906,"Perú","PER",14.7092525848004
1907,"Perú","PER",15.476540780082
1908,"Perú","PER",17.2571761257036
1909,"Perú","PER",15.88060047495
1910,"Perú","PER",16.2294828590265
1911,"Perú","PER",16.1875300272646
1912,"Perú","PER",16.1678861226043
1913,"Perú","PER",16.2742874829665
1914,"Perú","PER",17.7543311147569
1915,"Perú","PER",18.9105911281594
1916,"Perú","PER",18.4791713383796
1917,"Perú","PER",19.7971599755677
1918,"Perú","PER",18.3453720093221
1919,"Perú","PER",18.7659448265549
1920,"Perú","PER",19.2456813593539
1921,"Perú","PER",20.7134341615287
1922,"Perú","PER",21.419190662882
1923,"Perú","PER",20.3680833713976
1924,"Perú","PER",21.8303465148246
1925,"Perú","PER",22.0183874086252
1926,"Perú","PER",22.8541644262046
1927,"Perú","PER",23.1348243734849
1928,"Perú","PER",24.4169344338799
1929,"Perú","PER",25.438682709899
1930,"Perú","PER",24.7873253207852
1931,"Perú","PER",24.1366311092649
1932,"Perú","PER",27.06281028038
1933,"Perú","PER",30.8515250179459
1934,"Perú","PER",32.0061221043806
1935,"Perú","PER",30.8444351795646
1936,"Perú","PER",29.1256283353122
1937,"Perú","PER",27.1799301106681
1938,"Perú","PER",29.1465045475239
1939,"Perú","PER",27.1853744586649
1940,"Perú","PER",25.3725602220404
1941,"Perú","PER",22.112529938308
1942,"Perú","PER",19.3680355880741
1943,"Perú","PER",17.9187603844771
1944,"Perú","PER",18.0595382966366
1945,"Perú","PER",19.001609246167
1946,"Perú","PER",21.561863577054
1947,"Perú","PER",22.576175423826
1948,"Perú","PER",22.2746592586531
1949,"Perú","PER",24.4423481785027
1950,"Perú","PER",24.1404199475066
1951,"Perú","PER",23.9813953488372
1952,"Perú","PER",24.1060569204573
1953,"Perú","PER",24.3009989950937
1954,"Perú","PER",24.9333817829457
1955,"Perú","PER",24.8071387449626
1956,"Perú","PER",25.2054952003219
1957,"Perú","PER",25.7325060324026
1958,"Perú","PER",25.7995987253629
1959,"Perú","PER",23.8826815642458
1960,"Perú","PER",26.2114415462148
1961,"Perú","PER",27.5543328748281
1962,"Perú","PER",27.5611298482293
1963,"Perú","PER",27.2317310648765
1964,"Perú","PER",27.1267190569745
1965,"Perú","PER",26.783543712015
1966,"Perú","PER",26.8010120289405
1967,"Perú","PER",26.7358374923387
1968,"Perú","PER",24.7942256553121
1969,"Perú","PER",24.2157470551767
1970,"Perú","PER",25.6407045663244
1971,"Perú","PER",25.5882594080512
1972,"Perú","PER",24.6478319036751
1973,"Perú","PER",24.1072099842117
1974,"Perú","PER",24.9790763143879
1975,"Perú","PER",26.5680382185237
1976,"Perú","PER",25.1607657624362
1977,"Perú","PER",23.6634405914075
1978,"Perú","PER",22.0378337772314
1979,"Perú","PER",22.2511603058533
1980,"Perú","PER",22.9475532741211
1981,"Perú","PER",23.0270162363588
1982,"Perú","PER",23.1769941800753
1983,"Perú","PER",18.9966178128523
1984,"Perú","PER",18.2659932659933
1985,"Perú","PER",17.6967568058626
1986,"Perú","PER",18.5819793205318
1987,"Perú","PER",19.2398502735387
1988,"Perú","PER",16.7387000529794
1989,"Perú","PER",14.0385243225596
1990,"Perú","PER",12.9657671299551
1991,"Perú","PER",13.1971735804189
1992,"Perú","PER",12.6166630492707
1993,"Perú","PER",12.8623508879895
1994,"Perú","PER",13.8155073643471
1995,"Perú","PER",14.3892938867998
1996,"Perú","PER",14.2029183806728
1997,"Perú","PER",14.4473409551261
1998,"Perú","PER",13.759817561203
1999,"Perú","PER",13.3372566406272
2000,"Perú","PER",13.1590953965435
2001,"Perú","PER",13.1004486535525
2002,"Perú","PER",13.5615319229631
2003,"Perú","PER",13.7248007343583
2004,"Perú","PER",13.8804445011757
2005,"Perú","PER",14.2808727568273
2006,"Perú","PER",14.9750804861035
2007,"Perú","PER",15.9883811763466
2008,"Perú","PER",17.5285675972613
2009,"Perú","PER",18.2362882256056
2010,"Perú","PER",19.2985088736987
2011,"Perú","PER",20.2194262707599
2012,"Perú","PER",20.9012977735445
2013,"Perú","PER",21.6935689990759
2014,"Perú","PER",21.6514400743264
2015,"Perú","PER",21.7622787168907
2016,"Perú","PER",22.2125813449024
2017,"Perú","PER",22.1311215960752
2018,"Perú","PER",22.24657568426
2019,"Perú","PER",21.6647852710322
2020,"Perú","PER",19.806638032963
2021,"Perú","PER",21.0478008433096
2022,"Perú","PER",21.042841639565
1900,"Portugal","PRT",25.8162565328193
1901,"Portugal","PRT",23.0663195339504
1902,"Portugal","PRT",23.2375290008507
1903,"Portugal","PRT",22.6923278235004
1904,"Portugal","PRT",23.5350922884956
1905,"Portugal","PRT",21.5429062334317
1906,"Portugal","PRT",19.6590964382687
1907,"Portugal","PRT",20.0089562942488
1908,"Portugal","PRT",21.6466708923447
1909,"Portugal","PRT",19.6568358063969
1910,"Portugal","PRT",20.3076073881808
1911,"Portugal","PRT",20.3371252880609
1912,"Portugal","PRT",20.0870699254178
1913,"Portugal","PRT",19.7072222894038
1914,"Portugal","PRT",22.0417547276085
1915,"Portugal","PRT",21.3548914240092
1916,"Portugal","PRT",19.242207529165
1917,"Portugal","PRT",19.7766872144761
1918,"Portugal","PRT",17.5049801629815
1919,"Portugal","PRT",17.8951131186423
1920,"Portugal","PRT",19.2949282410309
1921,"Portugal","PRT",21.2509085010494
1922,"Portugal","PRT",22.7678803734646
1923,"Portugal","PRT",21.2080974527901
